tick,event,task
403,ISR_ENTER,idle
404,ISR_EXIT,idle
404,ISR_ENTER,idle
405,ISR_EXIT,idle
405,ISR_ENTER,idle
406,ISR_EXIT,idle
406,ISR_ENTER,idle
407,ISR_EXIT,idle
407,ISR_ENTER,idle
408,ISR_EXIT,idle
408,ISR_ENTER,idle
409,ISR_EXIT,idle
409,ISR_ENTER,idle
410,ISR_EXIT,idle
410,ISR_ENTER,idle
411,ISR_EXIT,idle
411,ISR_ENTER,idle
412,ISR_EXIT,idle
412,ISR_ENTER,idle
413,ISR_EXIT,idle
413,ISR_ENTER,idle
414,ISR_EXIT,idle
414,ISR_ENTER,idle
415,ISR_EXIT,idle
415,ISR_ENTER,idle
416,ISR_EXIT,idle
416,ISR_ENTER,idle
417,ISR_EXIT,idle
417,ISR_ENTER,idle
418,ISR_EXIT,idle
418,ISR_ENTER,idle
419,ISR_EXIT,idle
419,ISR_ENTER,idle
420,THREAD_READY,task1
420,THREAD_READY,task2
420,SWITCH,task1
420,ISR_EXIT,idle
420,SEM_WAIT,task1
420,SEM_WAIT,task1
420,SEM_SIGNAL,task1
420,SEM_SIGNAL,task1
420,SWITCH,task2
420,SEM_WAIT,task2
420,SEM_WAIT,task2
420,SEM_SIGNAL,task2
420,SEM_SIGNAL,task2
420,SWITCH,idle
420,ISR_ENTER,idle
421,ISR_EXIT,idle
421,ISR_ENTER,idle
422,ISR_EXIT,idle
422,ISR_ENTER,idle
423,ISR_EXIT,idle
423,ISR_ENTER,idle
424,ISR_EXIT,idle
424,ISR_ENTER,idle
425,ISR_EXIT,idle
425,ISR_ENTER,idle
426,ISR_EXIT,idle
426,ISR_ENTER,idle
427,ISR_EXIT,idle
427,ISR_ENTER,idle
428,ISR_EXIT,idle
428,ISR_ENTER,idle
429,ISR_EXIT,idle
429,ISR_ENTER,idle
430,ISR_EXIT,idle
430,ISR_ENTER,idle
431,ISR_EXIT,idle
431,ISR_ENTER,idle
432,ISR_EXIT,idle
432,ISR_ENTER,idle
433,ISR_EXIT,idle
433,ISR_ENTER,idle
434,ISR_EXIT,idle
434,ISR_ENTER,idle
435,ISR_EXIT,idle
435,ISR_ENTER,idle
436,ISR_EXIT,idle
436,ISR_ENTER,idle
437,ISR_EXIT,idle
437,ISR_ENTER,idle
438,ISR_EXIT,idle
438,ISR_ENTER,idle
439,ISR_EXIT,idle
439,ISR_ENTER,idle
440,ISR_EXIT,idle
440,ISR_ENTER,idle
441,ISR_EXIT,idle
441,ISR_ENTER,idle
442,ISR_EXIT,idle
442,ISR_ENTER,idle
443,ISR_EXIT,idle
443,ISR_ENTER,idle
444,ISR_EXIT,idle
444,ISR_ENTER,idle
445,ISR_EXIT,idle
445,ISR_ENTER,idle
446,ISR_EXIT,idle
446,ISR_ENTER,idle
447,ISR_EXIT,idle
447,ISR_ENTER,idle
448,ISR_EXIT,idle
448,ISR_ENTER,idle
449,ISR_EXIT,idle
449,ISR_ENTER,idle
450,THREAD_READY,task1
450,THREAD_READY,task3
450,SWITCH,task1
450,ISR_EXIT,idle
450,SEM_WAIT,task1
450,SEM_WAIT,task1
450,SEM_SIGNAL,task1
450,SEM_SIGNAL,task1
450,SWITCH,task3
450,SWITCH,idle
450,ISR_ENTER,idle
451,ISR_EXIT,idle
451,ISR_ENTER,idle
452,ISR_EXIT,idle
452,ISR_ENTER,idle
453,ISR_EXIT,idle
453,ISR_ENTER,idle
454,ISR_EXIT,idle
454,ISR_ENTER,idle
455,THREAD_READY,task2
455,SWITCH,task2
455,ISR_EXIT,idle
455,SEM_WAIT,task2
455,SEM_WAIT,task2
455,SEM_SIGNAL,task2
455,SEM_SIGNAL,task2
455,SWITCH,idle
455,ISR_ENTER,idle
456,ISR_EXIT,idle
456,ISR_ENTER,idle
457,ISR_EXIT,idle
457,ISR_ENTER,idle
458,ISR_EXIT,idle
458,ISR_ENTER,idle
459,ISR_EXIT,idle
459,ISR_ENTER,idle
460,ISR_EXIT,idle
460,ISR_ENTER,idle
461,ISR_EXIT,idle
461,ISR_ENTER,idle
462,ISR_EXIT,idle
462,ISR_ENTER,idle
463,ISR_EXIT,idle
463,ISR_ENTER,idle
464,ISR_EXIT,idle
464,ISR_ENTER,idle
465,ISR_EXIT,idle
465,ISR_ENTER,idle
466,ISR_EXIT,idle
466,ISR_ENTER,idle
467,ISR_EXIT,idle
467,ISR_ENTER,idle
468,ISR_EXIT,idle
468,ISR_ENTER,idle
469,ISR_EXIT,idle
469,ISR_ENTER,idle
470,ISR_EXIT,idle
470,ISR_ENTER,idle
471,ISR_EXIT,idle
471,ISR_ENTER,idle
472,ISR_EXIT,idle
472,ISR_ENTER,idle
473,ISR_EXIT,idle
473,ISR_ENTER,idle
474,ISR_EXIT,idle
474,ISR_ENTER,idle
475,ISR_EXIT,idle
475,ISR_ENTER,idle
476,ISR_EXIT,idle
476,ISR_ENTER,idle
477,ISR_EXIT,idle
477,ISR_ENTER,idle
478,ISR_EXIT,idle
478,ISR_ENTER,idle
479,ISR_EXIT,idle
479,ISR_ENTER,idle
480,THREAD_READY,task1
480,SWITCH,task1
480,ISR_EXIT,idle
480,SEM_WAIT,task1
480,SEM_WAIT,task1
480,SEM_SIGNAL,task1
480,SEM_SIGNAL,task1
480,SWITCH,idle
480,ISR_ENTER,idle
481,ISR_EXIT,idle
481,ISR_ENTER,idle
482,ISR_EXIT,idle
482,ISR_ENTER,idle
483,ISR_EXIT,idle
483,ISR_ENTER,idle
484,ISR_EXIT,idle
484,ISR_ENTER,idle
485,ISR_EXIT,idle
485,ISR_ENTER,idle
486,ISR_EXIT,idle
486,ISR_ENTER,idle
487,ISR_EXIT,idle
487,ISR_ENTER,idle
488,ISR_EXIT,idle
488,ISR_ENTER,idle
489,ISR_EXIT,idle
489,ISR_ENTER,idle
490,THREAD_READY,task2
490,SWITCH,task2
490,ISR_EXIT,idle
490,SEM_WAIT,task2
490,SEM_WAIT,task2
490,SEM_SIGNAL,task2
490,SEM_SIGNAL,task2
490,SWITCH,idle
490,ISR_ENTER,idle
491,ISR_EXIT,idle
491,ISR_ENTER,idle
492,ISR_EXIT,idle
492,ISR_ENTER,idle
493,ISR_EXIT,idle
493,ISR_ENTER,idle
494,ISR_EXIT,idle
494,ISR_ENTER,idle
495,ISR_EXIT,idle
495,ISR_ENTER,idle
496,ISR_EXIT,idle
496,ISR_ENTER,idle
497,ISR_EXIT,idle
497,ISR_ENTER,idle
498,ISR_EXIT,idle
498,ISR_ENTER,idle
499,ISR_EXIT,idle
499,ISR_ENTER,idle
500,THREAD_READY,task3
500,SWITCH,task3
500,ISR_EXIT,idle
500,SWITCH,idle
500,ISR_ENTER,idle
501,ISR_EXIT,idle
501,ISR_ENTER,idle
502,ISR_EXIT,idle
502,ISR_ENTER,idle
503,ISR_EXIT,idle
503,ISR_ENTER,idle
504,ISR_EXIT,idle
504,ISR_ENTER,idle
505,ISR_EXIT,idle
505,ISR_ENTER,idle
506,ISR_EXIT,idle
506,ISR_ENTER,idle
507,ISR_EXIT,idle
507,ISR_ENTER,idle
508,ISR_EXIT,idle
508,ISR_ENTER,idle
509,ISR_EXIT,idle
509,ISR_ENTER,idle
510,THREAD_READY,task1
510,SWITCH,task1
510,ISR_EXIT,idle
510,SEM_WAIT,task1
510,SEM_WAIT,task1
510,SEM_SIGNAL,task1
510,SEM_SIGNAL,task1
510,SWITCH,idle
510,ISR_ENTER,idle
511,ISR_EXIT,idle
511,ISR_ENTER,idle
512,ISR_EXIT,idle
512,ISR_ENTER,idle
513,ISR_EXIT,idle
513,ISR_ENTER,idle
514,ISR_EXIT,idle
514,ISR_ENTER,idle
515,ISR_EXIT,idle
515,ISR_ENTER,idle
516,ISR_EXIT,idle
516,ISR_ENTER,idle
517,ISR_EXIT,idle
517,ISR_ENTER,idle
518,ISR_EXIT,idle
518,ISR_ENTER,idle
519,ISR_EXIT,idle
519,ISR_ENTER,idle
520,ISR_EXIT,idle
520,ISR_ENTER,idle
521,ISR_EXIT,idle
521,ISR_ENTER,idle
522,ISR_EXIT,idle
522,ISR_ENTER,idle
523,ISR_EXIT,idle
523,ISR_ENTER,idle
524,ISR_EXIT,idle
524,ISR_ENTER,idle
525,THREAD_READY,task2
525,SWITCH,task2
525,ISR_EXIT,idle
525,SEM_WAIT,task2
525,SEM_WAIT,task2
525,SEM_SIGNAL,task2
525,SEM_SIGNAL,task2
525,SWITCH,idle
525,ISR_ENTER,idle
526,ISR_EXIT,idle
526,ISR_ENTER,idle
527,ISR_EXIT,idle
527,ISR_ENTER,idle
528,ISR_EXIT,idle
528,ISR_ENTER,idle
529,ISR_EXIT,idle
529,ISR_ENTER,idle
530,ISR_EXIT,idle
530,ISR_ENTER,idle
531,ISR_EXIT,idle
531,ISR_ENTER,idle
532,ISR_EXIT,idle
532,ISR_ENTER,idle
533,ISR_EXIT,idle
533,ISR_ENTER,idle
534,ISR_EXIT,idle
534,ISR_ENTER,idle
535,ISR_EXIT,idle
535,ISR_ENTER,idle
536,ISR_EXIT,idle
536,ISR_ENTER,idle
537,ISR_EXIT,idle
537,ISR_ENTER,idle
538,ISR_EXIT,idle
538,ISR_ENTER,idle
539,ISR_EXIT,idle
539,ISR_ENTER,idle
540,THREAD_READY,task1
540,SWITCH,task1
540,ISR_EXIT,idle
540,SEM_WAIT,task1
540,SEM_WAIT,task1
540,SEM_SIGNAL,task1
540,SEM_SIGNAL,task1
540,SWITCH,idle
540,ISR_ENTER,idle
541,ISR_EXIT,idle
541,ISR_ENTER,idle
542,ISR_EXIT,idle
542,ISR_ENTER,idle
543,ISR_EXIT,idle
543,ISR_ENTER,idle
544,ISR_EXIT,idle
544,ISR_ENTER,idle
545,ISR_EXIT,idle
545,ISR_ENTER,idle
546,ISR_EXIT,idle
546,ISR_ENTER,idle
547,ISR_EXIT,idle
547,ISR_ENTER,idle
548,ISR_EXIT,idle
548,ISR_ENTER,idle
549,ISR_EXIT,idle
549,ISR_ENTER,idle
550,THREAD_READY,task3
550,SWITCH,task3
550,ISR_EXIT,idle
550,SWITCH,idle
550,ISR_ENTER,idle
551,ISR_EXIT,idle
551,ISR_ENTER,idle
552,ISR_EXIT,idle
552,ISR_ENTER,idle
553,ISR_EXIT,idle
553,ISR_ENTER,idle
554,ISR_EXIT,idle
554,ISR_ENTER,idle
555,ISR_EXIT,idle
555,ISR_ENTER,idle
556,ISR_EXIT,idle
556,ISR_ENTER,idle
557,ISR_EXIT,idle
557,ISR_ENTER,idle
558,ISR_EXIT,idle
558,ISR_ENTER,idle
559,ISR_EXIT,idle
559,ISR_ENTER,idle
560,THREAD_READY,task2
560,SWITCH,task2
560,ISR_EXIT,idle
560,SEM_WAIT,task2
560,SEM_WAIT,task2
560,SEM_SIGNAL,task2
560,SEM_SIGNAL,task2
560,SWITCH,idle
560,ISR_ENTER,idle
561,ISR_EXIT,idle
561,ISR_ENTER,idle
562,ISR_EXIT,idle
562,ISR_ENTER,idle
563,ISR_EXIT,idle
563,ISR_ENTER,idle
564,ISR_EXIT,idle
564,ISR_ENTER,idle
565,ISR_EXIT,idle
565,ISR_ENTER,idle
566,ISR_EXIT,idle
566,ISR_ENTER,idle
567,ISR_EXIT,idle
567,ISR_ENTER,idle
568,ISR_EXIT,idle
568,ISR_ENTER,idle
569,ISR_EXIT,idle
569,ISR_ENTER,idle
570,THREAD_READY,task1
570,SWITCH,task1
570,ISR_EXIT,idle
570,SEM_WAIT,task1
570,SEM_WAIT,task1
570,SEM_SIGNAL,task1
570,SEM_SIGNAL,task1
570,SWITCH,idle
570,ISR_ENTER,idle
571,ISR_EXIT,idle
571,ISR_ENTER,idle
572,ISR_EXIT,idle
572,ISR_ENTER,idle
573,ISR_EXIT,idle
573,ISR_ENTER,idle
574,ISR_EXIT,idle
574,ISR_ENTER,idle
575,ISR_EXIT,idle
575,ISR_ENTER,idle
576,ISR_EXIT,idle
576,ISR_ENTER,idle
577,ISR_EXIT,idle
577,ISR_ENTER,idle
578,ISR_EXIT,idle
578,ISR_ENTER,idle
579,ISR_EXIT,idle
579,ISR_ENTER,idle
580,ISR_EXIT,idle
580,ISR_ENTER,idle
581,ISR_EXIT,idle
581,ISR_ENTER,idle
582,ISR_EXIT,idle
582,ISR_ENTER,idle
583,ISR_EXIT,idle
583,ISR_ENTER,idle
584,ISR_EXIT,idle
584,ISR_ENTER,idle
585,ISR_EXIT,idle
585,ISR_ENTER,idle
586,ISR_EXIT,idle
586,ISR_ENTER,idle
587,ISR_EXIT,idle
587,ISR_ENTER,idle
588,ISR_EXIT,idle
588,ISR_ENTER,idle
589,ISR_EXIT,idle
589,ISR_ENTER,idle
590,ISR_EXIT,idle
590,ISR_ENTER,idle
591,ISR_EXIT,idle
591,ISR_ENTER,idle
592,ISR_EXIT,idle
592,ISR_ENTER,idle
593,ISR_EXIT,idle
593,ISR_ENTER,idle
594,ISR_EXIT,idle
594,ISR_ENTER,idle
595,THREAD_READY,task2
595,SWITCH,task2
595,ISR_EXIT,idle
595,SEM_WAIT,task2
595,SEM_WAIT,task2
595,SEM_SIGNAL,task2
595,SEM_SIGNAL,task2
595,SWITCH,idle
595,ISR_ENTER,idle
596,ISR_EXIT,idle
596,ISR_ENTER,idle
597,ISR_EXIT,idle
597,ISR_ENTER,idle
598,ISR_EXIT,idle
598,ISR_ENTER,idle
599,ISR_EXIT,idle
599,ISR_ENTER,idle
600,THREAD_READY,task1
600,THREAD_READY,task3
600,SWITCH,task1
600,ISR_EXIT,idle
600,SEM_WAIT,task1
600,SEM_WAIT,task1
600,SEM_SIGNAL,task1
600,SEM_SIGNAL,task1
600,SWITCH,task3
600,SWITCH,idle
600,ISR_ENTER,idle
601,ISR_EXIT,idle
601,ISR_ENTER,idle
602,ISR_EXIT,idle
602,ISR_ENTER,idle
603,ISR_EXIT,idle
603,ISR_ENTER,idle
604,ISR_EXIT,idle
604,ISR_ENTER,idle
605,ISR_EXIT,idle
605,ISR_ENTER,idle
606,ISR_EXIT,idle
606,ISR_ENTER,idle
607,ISR_EXIT,idle
607,ISR_ENTER,idle
608,ISR_EXIT,idle
608,ISR_ENTER,idle
609,ISR_EXIT,idle
609,ISR_ENTER,idle
610,ISR_EXIT,idle
610,ISR_ENTER,idle
611,ISR_EXIT,idle
611,ISR_ENTER,idle
612,ISR_EXIT,idle
612,ISR_ENTER,idle
613,ISR_EXIT,idle
613,ISR_ENTER,idle
614,ISR_EXIT,idle
614,ISR_ENTER,idle
615,ISR_EXIT,idle
615,ISR_ENTER,idle
616,ISR_EXIT,idle
616,ISR_ENTER,idle
617,ISR_EXIT,idle
617,ISR_ENTER,idle
618,ISR_EXIT,idle
618,ISR_ENTER,idle
619,ISR_EXIT,idle
619,ISR_ENTER,idle
620,ISR_EXIT,idle
620,ISR_ENTER,idle
621,ISR_EXIT,idle
621,ISR_ENTER,idle
622,ISR_EXIT,idle
622,ISR_ENTER,idle
623,ISR_EXIT,idle
623,ISR_ENTER,idle
624,ISR_EXIT,idle
624,ISR_ENTER,idle
625,ISR_EXIT,idle
625,ISR_ENTER,idle
626,ISR_EXIT,idle
626,ISR_ENTER,idle
627,ISR_EXIT,idle
627,ISR_ENTER,idle
628,ISR_EXIT,idle
628,ISR_ENTER,idle
629,ISR_EXIT,idle
629,ISR_ENTER,idle
630,THREAD_READY,task1
630,THREAD_READY,task2
630,SWITCH,task1
630,ISR_EXIT,idle
630,SEM_WAIT,task1
630,SEM_WAIT,task1
630,SEM_SIGNAL,task1
630,SEM_SIGNAL,task1
630,SWITCH,task2
630,SEM_WAIT,task2
630,SEM_WAIT,task2
630,SEM_SIGNAL,task2
630,SEM_SIGNAL,task2
630,SWITCH,idle
630,ISR_ENTER,idle
631,ISR_EXIT,idle
631,ISR_ENTER,idle
632,ISR_EXIT,idle
632,ISR_ENTER,idle
633,ISR_EXIT,idle
633,ISR_ENTER,idle
634,ISR_EXIT,idle
634,ISR_ENTER,idle
635,ISR_EXIT,idle
635,ISR_ENTER,idle
636,ISR_EXIT,idle
636,ISR_ENTER,idle
637,ISR_EXIT,idle
637,ISR_ENTER,idle
638,ISR_EXIT,idle
638,ISR_ENTER,idle
639,ISR_EXIT,idle
639,ISR_ENTER,idle
640,ISR_EXIT,idle
640,ISR_ENTER,idle
641,ISR_EXIT,idle
641,ISR_ENTER,idle
642,ISR_EXIT,idle
642,ISR_ENTER,idle
643,ISR_EXIT,idle
643,ISR_ENTER,idle
644,ISR_EXIT,idle
644,ISR_ENTER,idle
645,ISR_EXIT,idle
645,ISR_ENTER,idle
646,ISR_EXIT,idle
646,ISR_ENTER,idle
647,ISR_EXIT,idle
647,ISR_ENTER,idle
648,ISR_EXIT,idle
648,ISR_ENTER,idle
649,ISR_EXIT,idle
649,ISR_ENTER,idle
650,THREAD_READY,task3
650,SWITCH,task3
650,ISR_EXIT,idle
650,SWITCH,idle
650,ISR_ENTER,idle
651,ISR_EXIT,idle
651,ISR_ENTER,idle
652,ISR_EXIT,idle
652,ISR_ENTER,idle
653,ISR_EXIT,idle
653,ISR_ENTER,idle
654,ISR_EXIT,idle
654,ISR_ENTER,idle
655,ISR_EXIT,idle
655,ISR_ENTER,idle
656,ISR_EXIT,idle
656,ISR_ENTER,idle
657,ISR_EXIT,idle
657,ISR_ENTER,idle
658,ISR_EXIT,idle
658,ISR_ENTER,idle
659,ISR_EXIT,idle
659,ISR_ENTER,idle
660,THREAD_READY,task1
660,SWITCH,task1
660,ISR_EXIT,idle
660,SEM_WAIT,task1
660,SEM_WAIT,task1
660,SEM_SIGNAL,task1
660,SEM_SIGNAL,task1
660,SWITCH,idle
660,ISR_ENTER,idle
661,ISR_EXIT,idle
661,ISR_ENTER,idle
662,ISR_EXIT,idle
662,ISR_ENTER,idle
663,ISR_EXIT,idle
663,ISR_ENTER,idle
664,ISR_EXIT,idle
664,ISR_ENTER,idle
665,THREAD_READY,task2
665,SWITCH,task2
665,ISR_EXIT,idle
665,SEM_WAIT,task2
665,SEM_WAIT,task2
665,SEM_SIGNAL,task2
665,SEM_SIGNAL,task2
665,SWITCH,idle
665,ISR_ENTER,idle
666,ISR_EXIT,idle
666,ISR_ENTER,idle
667,ISR_EXIT,idle
667,ISR_ENTER,idle
668,ISR_EXIT,idle
668,ISR_ENTER,idle
669,ISR_EXIT,idle
669,ISR_ENTER,idle
670,ISR_EXIT,idle
670,ISR_ENTER,idle
671,ISR_EXIT,idle
671,ISR_ENTER,idle
672,ISR_EXIT,idle
672,ISR_ENTER,idle
673,ISR_EXIT,idle
673,ISR_ENTER,idle
674,ISR_EXIT,idle
674,ISR_ENTER,idle
675,ISR_EXIT,idle
675,ISR_ENTER,idle
676,ISR_EXIT,idle
676,ISR_ENTER,idle
677,ISR_EXIT,idle
677,ISR_ENTER,idle
678,ISR_EXIT,idle
678,ISR_ENTER,idle
679,ISR_EXIT,idle
679,ISR_ENTER,idle
680,ISR_EXIT,idle
680,ISR_ENTER,idle
681,ISR_EXIT,idle
681,ISR_ENTER,idle
682,ISR_EXIT,idle
682,ISR_ENTER,idle
683,ISR_EXIT,idle
683,ISR_ENTER,idle
684,ISR_EXIT,idle
684,ISR_ENTER,idle
685,ISR_EXIT,idle
685,ISR_ENTER,idle
686,ISR_EXIT,idle
686,ISR_ENTER,idle
687,ISR_EXIT,idle
687,ISR_ENTER,idle
688,ISR_EXIT,idle
688,ISR_ENTER,idle
689,ISR_EXIT,idle
689,ISR_ENTER,idle
690,THREAD_READY,task1
690,SWITCH,task1
690,ISR_EXIT,idle
690,SEM_WAIT,task1
690,SEM_WAIT,task1
690,SEM_SIGNAL,task1
690,SEM_SIGNAL,task1
690,SWITCH,idle
690,ISR_ENTER,idle
691,ISR_EXIT,idle
691,ISR_ENTER,idle
692,ISR_EXIT,idle
692,ISR_ENTER,idle
693,ISR_EXIT,idle
693,ISR_ENTER,idle
694,ISR_EXIT,idle
694,ISR_ENTER,idle
695,ISR_EXIT,idle
695,ISR_ENTER,idle
696,ISR_EXIT,idle
696,ISR_ENTER,idle
697,ISR_EXIT,idle
697,ISR_ENTER,idle
698,ISR_EXIT,idle
698,ISR_ENTER,idle
699,ISR_EXIT,idle
699,ISR_ENTER,idle
700,THREAD_READY,task2
700,THREAD_READY,task3
700,SWITCH,task2
700,ISR_EXIT,idle
700,SEM_WAIT,task2
700,SEM_WAIT,task2
700,SEM_SIGNAL,task2
700,SEM_SIGNAL,task2
700,SWITCH,task3
700,SWITCH,idle
700,ISR_ENTER,idle
701,ISR_EXIT,idle
701,ISR_ENTER,idle
702,ISR_EXIT,idle
702,ISR_ENTER,idle
703,ISR_EXIT,idle
703,ISR_ENTER,idle
704,ISR_EXIT,idle
704,ISR_ENTER,idle
705,ISR_EXIT,idle
705,ISR_ENTER,idle
706,ISR_EXIT,idle
706,ISR_ENTER,idle
707,ISR_EXIT,idle
707,ISR_ENTER,idle
708,ISR_EXIT,idle
708,ISR_ENTER,idle
709,ISR_EXIT,idle
709,ISR_ENTER,idle
710,ISR_EXIT,idle
710,ISR_ENTER,idle
711,ISR_EXIT,idle
711,ISR_ENTER,idle
712,ISR_EXIT,idle
712,ISR_ENTER,idle
713,ISR_EXIT,idle
713,ISR_ENTER,idle
714,ISR_EXIT,idle
714,ISR_ENTER,idle
715,ISR_EXIT,idle
715,ISR_ENTER,idle
716,ISR_EXIT,idle
716,ISR_ENTER,idle
717,ISR_EXIT,idle
717,ISR_ENTER,idle
718,ISR_EXIT,idle
718,ISR_ENTER,idle
719,ISR_EXIT,idle
719,ISR_ENTER,idle
720,THREAD_READY,task1
720,SWITCH,task1
720,ISR_EXIT,idle
720,SEM_WAIT,task1
720,SEM_WAIT,task1
720,SEM_SIGNAL,task1
720,SEM_SIGNAL,task1
720,SWITCH,idle
720,ISR_ENTER,idle
721,ISR_EXIT,idle
721,ISR_ENTER,idle
722,ISR_EXIT,idle
722,ISR_ENTER,idle
723,ISR_EXIT,idle
723,ISR_ENTER,idle
724,ISR_EXIT,idle
724,ISR_ENTER,idle
725,ISR_EXIT,idle
725,ISR_ENTER,idle
726,ISR_EXIT,idle
726,ISR_ENTER,idle
727,ISR_EXIT,idle
727,ISR_ENTER,idle
728,ISR_EXIT,idle
728,ISR_ENTER,idle
729,ISR_EXIT,idle
729,ISR_ENTER,idle
730,ISR_EXIT,idle
730,ISR_ENTER,idle
731,ISR_EXIT,idle
731,ISR_ENTER,idle
732,ISR_EXIT,idle
732,ISR_ENTER,idle
733,ISR_EXIT,idle
733,ISR_ENTER,idle
734,ISR_EXIT,idle
734,ISR_ENTER,idle
735,THREAD_READY,task2
735,SWITCH,task2
735,ISR_EXIT,idle
735,SEM_WAIT,task2
735,SEM_WAIT,task2
735,SEM_SIGNAL,task2
735,SEM_SIGNAL,task2
735,SWITCH,idle
735,ISR_ENTER,idle
736,ISR_EXIT,idle
736,ISR_ENTER,idle
737,ISR_EXIT,idle
737,ISR_ENTER,idle
738,ISR_EXIT,idle
738,ISR_ENTER,idle
739,ISR_EXIT,idle
739,ISR_ENTER,idle
740,ISR_EXIT,idle
740,ISR_ENTER,idle
741,ISR_EXIT,idle
741,ISR_ENTER,idle
742,ISR_EXIT,idle
742,ISR_ENTER,idle
743,ISR_EXIT,idle
743,ISR_ENTER,idle
744,ISR_EXIT,idle
744,ISR_ENTER,idle
745,ISR_EXIT,idle
745,ISR_ENTER,idle
746,ISR_EXIT,idle
746,ISR_ENTER,idle
747,ISR_EXIT,idle
747,ISR_ENTER,idle
748,ISR_EXIT,idle
748,ISR_ENTER,idle
749,ISR_EXIT,idle
749,ISR_ENTER,idle
750,THREAD_READY,task1
750,THREAD_READY,task3
750,SWITCH,task1
750,ISR_EXIT,idle
750,SEM_WAIT,task1
750,SEM_WAIT,task1
750,SEM_SIGNAL,task1
750,SEM_SIGNAL,task1
750,SWITCH,task3
750,SWITCH,idle
750,ISR_ENTER,idle
751,ISR_EXIT,idle
751,ISR_ENTER,idle
752,ISR_EXIT,idle
752,ISR_ENTER,idle
753,ISR_EXIT,idle
753,ISR_ENTER,idle
754,ISR_EXIT,idle
754,ISR_ENTER,idle
755,ISR_EXIT,idle
755,ISR_ENTER,idle
756,ISR_EXIT,idle
756,ISR_ENTER,idle
757,ISR_EXIT,idle
757,ISR_ENTER,idle
758,ISR_EXIT,idle
758,ISR_ENTER,idle
759,ISR_EXIT,idle
759,ISR_ENTER,idle
760,ISR_EXIT,idle
760,ISR_ENTER,idle
761,ISR_EXIT,idle
761,ISR_ENTER,idle
762,ISR_EXIT,idle
762,ISR_ENTER,idle
763,ISR_EXIT,idle
763,ISR_ENTER,idle
764,ISR_EXIT,idle
764,ISR_ENTER,idle
765,ISR_EXIT,idle
765,ISR_ENTER,idle
766,ISR_EXIT,idle
766,ISR_ENTER,idle
767,ISR_EXIT,idle
767,ISR_ENTER,idle
768,ISR_EXIT,idle
768,ISR_ENTER,idle
769,ISR_EXIT,idle
769,ISR_ENTER,idle
770,THREAD_READY,task2
770,SWITCH,task2
770,ISR_EXIT,idle
770,SEM_WAIT,task2
770,SEM_WAIT,task2
770,SEM_SIGNAL,task2
770,SEM_SIGNAL,task2
770,SWITCH,idle
770,ISR_ENTER,idle
771,ISR_EXIT,idle
771,ISR_ENTER,idle
772,ISR_EXIT,idle
772,ISR_ENTER,idle
773,ISR_EXIT,idle
773,ISR_ENTER,idle
774,ISR_EXIT,idle
774,ISR_ENTER,idle
775,ISR_EXIT,idle
775,ISR_ENTER,idle
776,ISR_EXIT,idle
776,ISR_ENTER,idle
777,ISR_EXIT,idle
777,ISR_ENTER,idle
778,ISR_EXIT,idle
778,ISR_ENTER,idle
779,ISR_EXIT,idle
779,ISR_ENTER,idle
780,THREAD_READY,task1
780,SWITCH,task1
780,ISR_EXIT,idle
780,SEM_WAIT,task1
780,SEM_WAIT,task1
780,SEM_SIGNAL,task1
780,SEM_SIGNAL,task1
780,SWITCH,idle
780,ISR_ENTER,idle
781,ISR_EXIT,idle
781,ISR_ENTER,idle
782,ISR_EXIT,idle
782,ISR_ENTER,idle
783,ISR_EXIT,idle
783,ISR_ENTER,idle
784,ISR_EXIT,idle
784,ISR_ENTER,idle
785,ISR_EXIT,idle
785,ISR_ENTER,idle
786,ISR_EXIT,idle
786,ISR_ENTER,idle
787,ISR_EXIT,idle
787,ISR_ENTER,idle
788,ISR_EXIT,idle
788,ISR_ENTER,idle
789,ISR_EXIT,idle
789,ISR_ENTER,idle
790,ISR_EXIT,idle
790,ISR_ENTER,idle
791,ISR_EXIT,idle
791,ISR_ENTER,idle
792,ISR_EXIT,idle
792,ISR_ENTER,idle
793,ISR_EXIT,idle
793,ISR_ENTER,idle
794,ISR_EXIT,idle
794,ISR_ENTER,idle
795,ISR_EXIT,idle
795,ISR_ENTER,idle
796,ISR_EXIT,idle
796,ISR_ENTER,idle
797,ISR_EXIT,idle
797,ISR_ENTER,idle
798,ISR_EXIT,idle
798,ISR_ENTER,idle
799,ISR_EXIT,idle
799,ISR_ENTER,idle
800,THREAD_READY,task3
800,SWITCH,task3
800,ISR_EXIT,idle
800,SWITCH,idle
800,ISR_ENTER,idle
801,ISR_EXIT,idle
801,ISR_ENTER,idle
802,ISR_EXIT,idle
802,ISR_ENTER,idle
803,ISR_EXIT,idle
803,ISR_ENTER,idle
804,ISR_EXIT,idle
804,ISR_ENTER,idle
805,THREAD_READY,task2
805,SWITCH,task2
805,ISR_EXIT,idle
805,SEM_WAIT,task2
805,SEM_WAIT,task2
805,SEM_SIGNAL,task2
805,SEM_SIGNAL,task2
805,SWITCH,idle
805,ISR_ENTER,idle
806,ISR_EXIT,idle
806,ISR_ENTER,idle
807,ISR_EXIT,idle
807,ISR_ENTER,idle
808,ISR_EXIT,idle
808,ISR_ENTER,idle
809,ISR_EXIT,idle
809,ISR_ENTER,idle
810,THREAD_READY,task1
